keypoints number, detection time(ms), descriptor extraction time(ms), matches number
1437,53.0619,44.5715,
1371,49.3807,43.6893,82
1381,50.0712,43.3666,81
1336,49.1134,43.453,86
1303,51.5435,44.1839,94
1370,50.7647,44.3605,90
1396,43.3271,44.2557,81
1382,49.3318,44.3112,82
1462,48.8474,43.9839,102
1422,49.3506,43.6504,104
