keypoints number, detection time(ms), descriptor extraction time(ms), matches number
500,4.64585,0.769553,
500,4.44485,0.27816,37
500,4.45883,0.324718,38
500,4.16095,0.366085,37
500,4.38711,0.393862,53
500,4.57756,0.395448,42
500,4.10269,0.381862,64
500,3.99672,0.391029,58
500,4.28447,0.339228,62
500,4.08026,0.397774,59
